employee_id,first_name,last_name,email,phone_number,hire_date,job_id,salary,commission_pct,manager_id,department_id
119,Karen,Colmenares,KCOLMENA,515.127.4566,Tue Aug 10 1999 00:00:00 GMT-0500 (hora de Ecuador),PU_CLERK,2500.00,,114,30
120,Matthew,Weiss,MWEISS,650.123.1234,Thu Jul 18 1996 00:00:00 GMT-0500 (hora de Ecuador),ST_MAN,8000.00,,100,50
121,Adam,Fripp,AFRIPP,650.123.2234,Thu Apr 10 1997 00:00:00 GMT-0500 (hora de Ecuador),ST_MAN,8200.00,,100,50
122,Payam,Kaufling,PKAUFLIN,650.123.3234,Mon May 01 1995 00:00:00 GMT-0500 (hora de Ecuador),ST_MAN,7900.00,,100,50
123,Shanta,Vollman,SVOLLMAN,650.123.4234,Fri Oct 10 1997 00:00:00 GMT-0500 (hora de Ecuador),ST_MAN,6500.00,,100,50
124,Kevin,Mourgos,KMOURGOS,650.123.5234,Tue Nov 16 1999 00:00:00 GMT-0500 (hora de Ecuador),ST_MAN,5800.00,,100,50
125,Julia,Nayer,JNAYER,650.124.1214,Wed Jul 16 1997 00:00:00 GMT-0500 (hora de Ecuador),ST_CLERK,3200.00,,120,50
126,Irene,Mikkilineni,IMIKKILI,650.124.1224,Mon Sep 28 1998 00:00:00 GMT-0500 (hora de Ecuador),ST_CLERK,2700.00,,120,50
127,James,Landry,JLANDRY,650.124.1334,Thu Jan 14 1999 00:00:00 GMT-0500 (hora de Ecuador),ST_CLERK,2400.00,,120,50
128,Steven,Markle,SMARKLE,650.124.1434,Wed Mar 08 2000 00:00:00 GMT-0500 (hora de Ecuador),ST_CLERK,2200.00,,120,50
129,Laura,Bissot,LBISSOT,650.124.5234,Wed Aug 20 1997 00:00:00 GMT-0500 (hora de Ecuador),ST_CLERK,3300.00,,121,50
130,Mozhe,Atkinson,MATKINSO,650.124.6234,Thu Oct 30 1997 00:00:00 GMT-0500 (hora de Ecuador),ST_CLERK,2800.00,,121,50
131,James,Marlow,JAMRLOW,650.124.7234,Sun Feb 16 1997 00:00:00 GMT-0500 (hora de Ecuador),ST_CLERK,2500.00,,121,50
132,TJ,Olson,TJOLSON,650.124.8234,Sat Apr 10 1999 00:00:00 GMT-0500 (hora de Ecuador),ST_CLERK,2100.00,,121,50
133,Jason,Mallin,JMALLIN,650.127.1934,Fri Jun 14 1996 00:00:00 GMT-0500 (hora de Ecuador),ST_CLERK,3300.00,,122,50
134,Michael,Rogers,MROGERS,650.127.1834,Wed Aug 26 1998 00:00:00 GMT-0500 (hora de Ecuador),ST_CLERK,2900.00,,122,50
135,Ki,Gee,KGEE,650.127.1734,Sun Dec 12 1999 00:00:00 GMT-0500 (hora de Ecuador),ST_CLERK,2400.00,,122,50
136,Hazel,Philtanker,HPHILTAN,650.127.1634,Sun Feb 06 2000 00:00:00 GMT-0500 (hora de Ecuador),ST_CLERK,2200.00,,122,50
137,Renske,Ladwig,RLADWIG,650.121.1234,Fri Jul 14 1995 00:00:00 GMT-0500 (hora de Ecuador),ST_CLERK,3600.00,,123,50
138,Stephen,Stiles,SSTILES,650.121.2034,Sun Oct 26 1997 00:00:00 GMT-0500 (hora de Ecuador),ST_CLERK,3200.00,,123,50
139,John,Seo,JSEO,650.121.2019,Thu Feb 12 1998 00:00:00 GMT-0500 (hora de Ecuador),ST_CLERK,2700.00,,123,50
140,Joshua,Patel,JPATEL,650.121.1834,Mon Apr 06 1998 00:00:00 GMT-0500 (hora de Ecuador),ST_CLERK,2500.00,,123,50
141,Trenna,Rajs,TRAJS,650.121.8009,Tue Oct 17 1995 00:00:00 GMT-0500 (hora de Ecuador),ST_CLERK,3500.00,,124,50
142,Curtis,Davies,CDAVIES,650.121.2994,Wed Jan 29 1997 00:00:00 GMT-0500 (hora de Ecuador),ST_CLERK,3100.00,,124,50
143,Randall,Matos,RMATOS,650.121.2874,Sun Mar 15 1998 00:00:00 GMT-0500 (hora de Ecuador),ST_CLERK,2600.00,,124,50
144,Peter,Vargas,PVARGAS,650.121.2004,Thu Jul 09 1998 00:00:00 GMT-0500 (hora de Ecuador),ST_CLERK,2500.00,,124,50
145,John,Russell,JRUSSEL,011.44.1344.429268,Tue Oct 01 1996 00:00:00 GMT-0500 (hora de Ecuador),SA_MAN,14000.00,0.40,100,80
146,Karen,Partners,KPARTNER,011.44.1344.467268,Sun Jan 05 1997 00:00:00 GMT-0500 (hora de Ecuador),SA_MAN,13500.00,0.30,100,80
147,Alberto,Errazuriz,AERRAZUR,011.44.1344.429278,Mon Mar 10 1997 00:00:00 GMT-0500 (hora de Ecuador),SA_MAN,12000.00,0.30,100,80
148,Gerald,Cambrault,GCAMBRAU,011.44.1344.619268,Fri Oct 15 1999 00:00:00 GMT-0500 (hora de Ecuador),SA_MAN,11000.00,0.30,100,80
149,Eleni,Zlotkey,EZLOTKEY,011.44.1344.429018,Sat Jan 29 2000 00:00:00 GMT-0500 (hora de Ecuador),SA_MAN,10500.00,0.20,100,80
150,Peter,Tucker,PTUCKER,011.44.1344.129268,Thu Jan 30 1997 00:00:00 GMT-0500 (hora de Ecuador),SA_REP,10000.00,0.30,145,80
151,David,Bernstein,DBERNSTE,011.44.1344.345268,Mon Mar 24 1997 00:00:00 GMT-0500 (hora de Ecuador),SA_REP,9500.00,0.25,145,80
152,Peter,Hall,PHALL,011.44.1344.478968,Wed Aug 20 1997 00:00:00 GMT-0500 (hora de Ecuador),SA_REP,9000.00,0.25,145,80
153,Christopher,Olsen,COLSEN,011.44.1344.498718,Mon Mar 30 1998 00:00:00 GMT-0500 (hora de Ecuador),SA_REP,8000.00,0.20,145,80
154,Nanette,Cambrault,NCAMBRAU,011.44.1344.987668,Wed Dec 09 1998 00:00:00 GMT-0500 (hora de Ecuador),SA_REP,7500.00,0.20,145,80
155,Oliver,Tuvault,OTUVAULT,011.44.1344.486508,Tue Nov 23 1999 00:00:00 GMT-0500 (hora de Ecuador),SA_REP,7000.00,0.15,145,80
156,Janette,King,JKING,011.44.1345.429268,Tue Jan 30 1996 00:00:00 GMT-0500 (hora de Ecuador),SA_REP,10000.00,0.35,146,80
157,Patrick,Sully,PSULLY,011.44.1345.929268,Mon Mar 04 1996 00:00:00 GMT-0500 (hora de Ecuador),SA_REP,9500.00,0.35,146,80
158,Allan,McEwen,AMCEWEN,011.44.1345.829268,Thu Aug 01 1996 00:00:00 GMT-0500 (hora de Ecuador),SA_REP,9000.00,0.35,146,80
159,Lindsey,Smith,LSMITH,011.44.1345.729268,Mon Mar 10 1997 00:00:00 GMT-0500 (hora de Ecuador),SA_REP,8000.00,0.30,146,80
160,Louise,Doran,LDORAN,011.44.1345.629268,Mon Dec 15 1997 00:00:00 GMT-0500 (hora de Ecuador),SA_REP,7500.00,0.30,146,80
161,Sarath,Sewall,SSEWALL,011.44.1345.529268,Tue Nov 03 1998 00:00:00 GMT-0500 (hora de Ecuador),SA_REP,7000.00,0.25,146,80
162,Clara,Vishney,CVISHNEY,011.44.1346.129268,Tue Nov 11 1997 00:00:00 GMT-0500 (hora de Ecuador),SA_REP,10500.00,0.25,147,80
163,Danielle,Greene,DGREENE,011.44.1346.229268,Fri Mar 19 1999 00:00:00 GMT-0500 (hora de Ecuador),SA_REP,9500.00,0.15,147,80
164,Mattea,Marvins,MMARVINS,011.44.1346.329268,Mon Jan 24 2000 00:00:00 GMT-0500 (hora de Ecuador),SA_REP,7200.00,0.10,147,80
165,David,Lee,DLEE,011.44.1346.529268,Wed Feb 23 2000 00:00:00 GMT-0500 (hora de Ecuador),SA_REP,6800.00,0.10,147,80
166,Sundar,Ande,SANDE,011.44.1346.629268,Fri Mar 24 2000 00:00:00 GMT-0500 (hora de Ecuador),SA_REP,6400.00,0.10,147,80
167,Amit,Banda,ABANDA,011.44.1346.729268,Fri Apr 21 2000 00:00:00 GMT-0500 (hora de Ecuador),SA_REP,6200.00,0.10,147,80
168,Lisa,Ozer,LOZER,011.44.1343.929268,Tue Mar 11 1997 00:00:00 GMT-0500 (hora de Ecuador),SA_REP,11500.00,0.25,148,80
169,Harrison,Bloom,HBLOOM,011.44.1343.829268,Mon Mar 23 1998 00:00:00 GMT-0500 (hora de Ecuador),SA_REP,10000.00,0.20,148,80
170,Tayler,Fox,TFOX,011.44.1343.729268,Sat Jan 24 1998 00:00:00 GMT-0500 (hora de Ecuador),SA_REP,9600.00,0.20,148,80
171,William,Smith,WSMITH,011.44.1343.629268,Tue Feb 23 1999 00:00:00 GMT-0500 (hora de Ecuador),SA_REP,7400.00,0.15,148,80
100,Steven,King,SKING,515.123.4567,Wed Jun 17 1987 00:00:00 GMT-0500 (hora de Ecuador),AD_PRES,20000.00,,,90
101,Neena,Kochhar,NKOCHHAR,515.123.4568,Thu Sep 21 1989 00:00:00 GMT-0500 (hora de Ecuador),AD_VP,20000.00,,100,90
172,Elizabeth,Bates,EBATES,011.44.1343.529268,Wed Mar 24 1999 00:00:00 GMT-0500 (hora de Ecuador),SA_REP,7300.00,0.15,148,80
173,Sundita,Kumar,SKUMAR,011.44.1343.329268,Fri Apr 21 2000 00:00:00 GMT-0500 (hora de Ecuador),SA_REP,6100.00,0.10,148,80
174,Ellen,Abel,EABEL,011.44.1644.429267,Sat May 11 1996 00:00:00 GMT-0500 (hora de Ecuador),SA_REP,11000.00,0.30,149,80
175,Alyssa,Hutton,AHUTTON,011.44.1644.429266,Wed Mar 19 1997 00:00:00 GMT-0500 (hora de Ecuador),SA_REP,8800.00,0.25,149,80
176,Jonathon,Taylor,JTAYLOR,011.44.1644.429265,Tue Mar 24 1998 00:00:00 GMT-0500 (hora de Ecuador),SA_REP,8600.00,0.20,149,80
177,Jack,Livingston,JLIVINGS,011.44.1644.429264,Thu Apr 23 1998 00:00:00 GMT-0500 (hora de Ecuador),SA_REP,8400.00,0.20,149,80
178,Kimberely,Grant,KGRANT,011.44.1644.429263,Mon May 24 1999 00:00:00 GMT-0500 (hora de Ecuador),SA_REP,7000.00,0.15,149,
179,Charles,Johnson,CJOHNSON,011.44.1644.429262,Tue Jan 04 2000 00:00:00 GMT-0500 (hora de Ecuador),SA_REP,6200.00,0.10,149,80
180,Winston,Taylor,WTAYLOR,650.507.9876,Sat Jan 24 1998 00:00:00 GMT-0500 (hora de Ecuador),SH_CLERK,3200.00,,120,50
181,Jean,Fleaur,JFLEAUR,650.507.9877,Mon Feb 23 1998 00:00:00 GMT-0500 (hora de Ecuador),SH_CLERK,3100.00,,120,50
182,Martha,Sullivan,MSULLIVA,650.507.9878,Mon Jun 21 1999 00:00:00 GMT-0500 (hora de Ecuador),SH_CLERK,2500.00,,120,50
183,Girard,Geoni,GGEONI,650.507.9879,Thu Feb 03 2000 00:00:00 GMT-0500 (hora de Ecuador),SH_CLERK,2800.00,,120,50
184,Nandita,Sarchand,NSARCHAN,650.509.1876,Sat Jan 27 1996 00:00:00 GMT-0500 (hora de Ecuador),SH_CLERK,4200.00,,121,50
185,Alexis,Bull,ABULL,650.509.2876,Thu Feb 20 1997 00:00:00 GMT-0500 (hora de Ecuador),SH_CLERK,4100.00,,121,50
186,Julia,Dellinger,JDELLING,650.509.3876,Wed Jun 24 1998 00:00:00 GMT-0500 (hora de Ecuador),SH_CLERK,3400.00,,121,50
187,Anthony,Cabrio,ACABRIO,650.509.4876,Sun Feb 07 1999 00:00:00 GMT-0500 (hora de Ecuador),SH_CLERK,3000.00,,121,50
188,Kelly,Chung,KCHUNG,650.505.1876,Sat Jun 14 1997 00:00:00 GMT-0500 (hora de Ecuador),SH_CLERK,3800.00,,122,50
189,Jennifer,Dilly,JDILLY,650.505.2876,Wed Aug 13 1997 00:00:00 GMT-0500 (hora de Ecuador),SH_CLERK,3600.00,,122,50
190,Timothy,Gates,TGATES,650.505.3876,Sat Jul 11 1998 00:00:00 GMT-0500 (hora de Ecuador),SH_CLERK,2900.00,,122,50
191,Randall,Perkins,RPERKINS,650.505.4876,Sun Dec 19 1999 00:00:00 GMT-0500 (hora de Ecuador),SH_CLERK,2500.00,,122,50
192,Sarah,Bell,SBELL,650.501.1876,Sun Feb 04 1996 00:00:00 GMT-0500 (hora de Ecuador),SH_CLERK,4000.00,,123,50
193,Britney,Everett,BEVERETT,650.501.2876,Mon Mar 03 1997 00:00:00 GMT-0500 (hora de Ecuador),SH_CLERK,3900.00,,123,50
194,Samuel,McCain,SMCCAIN,650.501.3876,Wed Jul 01 1998 00:00:00 GMT-0500 (hora de Ecuador),SH_CLERK,3200.00,,123,50
195,Vance,Jones,VJONES,650.501.4876,Wed Mar 17 1999 00:00:00 GMT-0500 (hora de Ecuador),SH_CLERK,2800.00,,123,50
196,Alana,Walsh,AWALSH,650.507.9811,Fri Apr 24 1998 00:00:00 GMT-0500 (hora de Ecuador),SH_CLERK,3100.00,,124,50
197,Kevin,Feeney,KFEENEY,650.507.9822,Sat May 23 1998 00:00:00 GMT-0500 (hora de Ecuador),SH_CLERK,3000.00,,124,50
198,Donald,OConnell,DOCONNEL,650.507.9833,Mon Jun 21 1999 00:00:00 GMT-0500 (hora de Ecuador),SH_CLERK,2600.00,,124,50
199,Douglas,Grant,DGRANT,650.507.9844,Thu Jan 13 2000 00:00:00 GMT-0500 (hora de Ecuador),SH_CLERK,2600.00,,124,50
200,Jennifer,Whalen,JWHALEN,515.123.4444,Thu Sep 17 1987 00:00:00 GMT-0500 (hora de Ecuador),AD_ASST,4400.00,,101,10
201,Michael,Hartstein,MHARTSTE,515.123.5555,Sat Feb 17 1996 00:00:00 GMT-0500 (hora de Ecuador),MK_MAN,13000.00,,100,20
202,Pat,Fay,PFAY,603.123.6666,Sun Aug 17 1997 00:00:00 GMT-0500 (hora de Ecuador),MK_REP,6000.00,,201,20
203,Susan,Mavris,SMAVRIS,515.123.7777,Tue Jun 07 1994 00:00:00 GMT-0500 (hora de Ecuador),HR_REP,6500.00,,101,40
204,Hermann,Baer,HBAER,515.123.8888,Tue Jun 07 1994 00:00:00 GMT-0500 (hora de Ecuador),PR_REP,10000.00,,101,70
205,Shelley,Higgins,SHIGGINS,515.123.8080,Tue Jun 07 1994 00:00:00 GMT-0500 (hora de Ecuador),AC_MGR,12000.00,,101,110
206,William,Gietz,WGIETZ,515.123.8181,Tue Jun 07 1994 00:00:00 GMT-0500 (hora de Ecuador),AC_ACCOUNT,8300.00,,205,110
